,house_id,ost_id,route,duration,distance
34,2021,1014537,"{'coordinates': [[37.617231, 55.72235], [37.617044, 55.722958]], 'type': 'LineString'}",51.25,68.656
35,2021,1015085,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622597, 55.725318]], 'type': 'LineString'}",443.152,630.159
36,2021,1015293,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626339, 55.726852], [37.631035, 55.727638], [37.631048, 55.727625], [37.633806, 55.728189], [37.633797, 55.728248], [37.634234, 55.728506], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.635352, 55.730042], [37.636026, 55.729879], [37.636389, 55.730134], [37.63637, 55.730181], [37.636783, 55.730137], [37.636798, 55.730104], [37.641169, 55.730377], [37.641336, 55.730511], [37.641447, 55.730482], [37.641648, 55.730758], [37.642972, 55.730395]], 'type': 'LineString'}",1673.858,2352.483
37,2021,1016237,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.635266, 55.730649]], 'type': 'LineString'}",1321.528,1878.75
38,2021,1016352,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.635443, 55.730668], [37.636775, 55.73083], [37.638251, 55.731259], [37.63854, 55.731368], [37.639897, 55.732003], [37.640213, 55.732229], [37.640169, 55.732285], [37.640909, 55.732699]], 'type': 'LineString'}",1633.703,2321.275
39,2021,1017812,"{'coordinates': [[37.617231, 55.72235], [37.617752, 55.720721]], 'type': 'LineString'}",151.181,184.242
40,2021,1017880,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623045, 55.725899], [37.625184, 55.726317], [37.624908, 55.726914], [37.624829, 55.72688], [37.624879, 55.726767], [37.624925, 55.726709], [37.624948, 55.726713], [37.625332, 55.726762], [37.62517, 55.727206]], 'type': 'LineString'}",735.02,1042.486
41,2021,1018039,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.635443, 55.730668], [37.636775, 55.73083], [37.638251, 55.731259], [37.638306, 55.731248]], 'type': 'LineString'}",1457.799,2084.613
42,2021,1018129,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635764, 55.731234], [37.63821, 55.731684], [37.639262, 55.732346], [37.640133, 55.732823]], 'type': 'LineString'}",1631.735,2332.112
43,2021,1018939,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626339, 55.726852], [37.631035, 55.727638], [37.631048, 55.727625], [37.633806, 55.728189], [37.633797, 55.728248], [37.634234, 55.728506], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.635352, 55.730042], [37.636026, 55.729879], [37.636389, 55.730134], [37.63637, 55.730181], [37.636783, 55.730137], [37.636798, 55.730104], [37.639582, 55.730269]], 'type': 'LineString'}",1492.291,2100.282
44,2021,1019004,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626339, 55.726852], [37.631035, 55.727638], [37.631048, 55.727625], [37.633806, 55.728189], [37.633797, 55.728248], [37.634234, 55.728506], [37.634227, 55.729776], [37.634422, 55.729794], [37.634381, 55.72995], [37.635352, 55.730042], [37.636026, 55.729879], [37.636389, 55.730134], [37.63637, 55.730181], [37.636783, 55.730137], [37.636798, 55.730104], [37.63982, 55.730285]], 'type': 'LineString'}",1501.807,2115.297
45,2021,1019015,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623037, 55.72584], [37.625198, 55.726287], [37.625286, 55.726128], [37.625631, 55.726186], [37.625438, 55.726646], [37.62637, 55.726755], [37.626354, 55.726807], [37.628453, 55.727047], [37.634481, 55.728243], [37.636944, 55.728309], [37.637099, 55.728338], [37.636872, 55.729331], [37.63729, 55.729348], [37.639568, 55.729361], [37.640058, 55.7294], [37.640014, 55.729804], [37.641638, 55.729915], [37.641642, 55.730155], [37.643086, 55.730137], [37.643174, 55.730247], [37.645082, 55.729761]], 'type': 'LineString'}",1751.228,2452.738
46,2021,1020256,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.626555, 55.731733], [37.627572, 55.733001], [37.627915, 55.735287], [37.628664, 55.741406], [37.628974, 55.741414], [37.628967, 55.741675], [37.62949, 55.741687], [37.629452, 55.74224], [37.629592, 55.742375], [37.631211, 55.74303], [37.631244, 55.743018], [37.63125, 55.742974], [37.632616, 55.743351], [37.63266, 55.743312], [37.634779, 55.744432], [37.634763, 55.74444], [37.635838, 55.745082], [37.636443, 55.745116], [37.638142, 55.746066], [37.640344, 55.744426]], 'type': 'LineString'}",2627.727,3699.01
47,2021,1020257,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.635443, 55.730668], [37.638251, 55.731259], [37.63854, 55.731368], [37.639897, 55.732003], [37.640213, 55.732229], [37.640169, 55.732285], [37.643869, 55.734287], [37.646101, 55.735512], [37.64473, 55.738757], [37.642599, 55.742227]], 'type': 'LineString'}",2506.504,3566.502
48,2021,1020258,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623838, 55.72946], [37.624706, 55.729482], [37.624702, 55.729514], [37.625742, 55.729549], [37.625803, 55.72961], [37.629637, 55.730066], [37.629866, 55.730035], [37.635443, 55.730668], [37.638251, 55.731259], [37.63854, 55.731368], [37.639897, 55.732003], [37.640213, 55.732229], [37.640169, 55.732285], [37.643869, 55.734287], [37.646101, 55.735512], [37.644855, 55.738504], [37.644689, 55.738488]], 'type': 'LineString'}",2220.277,3138.412
49,2021,1020259,"{'coordinates': [[37.617231, 55.72235], [37.616985, 55.723148], [37.617652, 55.723202], [37.617593, 55.723424], [37.62222, 55.723707], [37.622251, 55.723947], [37.622673, 55.723922], [37.623808, 55.729219], [37.623889, 55.729608], [37.624165, 55.729739], [37.624114, 55.730023], [37.625375, 55.730082], [37.625649, 55.730064], [37.625681, 55.730124], [37.626724, 55.7302], [37.626749, 55.730126], [37.629803, 55.730415], [37.629641, 55.73052], [37.63354, 55.730928], [37.635764, 55.731234], [37.63821, 55.731684], [37.639262, 55.732346], [37.642024, 55.733823], [37.642937, 55.734328], [37.642968, 55.734633], [37.643262, 55.734826], [37.642953, 55.73539]], 'type': 'LineString'}",1910.082,2708.754
