,address,coordinates
11900,"пр-кт. Рязанский, д. 87, к. 2, Москва","[37.800968447689165, 55.71686045]"
11901,"пр-кт. Рязанский, д. 95, к. 1, Москва","[37.7691656, 55.7231794]"
11902,"пр-кт. Рязанский, д. 95, к. 2, Москва","[37.8102471, 55.715189]"
11903,"пр-кт. Рязанский, д. 97, Москва","[37.8084808, 55.7146407]"
11904,"ул. Сайкина, д. 2, Москва","[37.6660181, 55.7064749]"
11905,"ул. Сайкина, д. 4, Москва","[37.666302765748355, 55.7062364]"
11906,"б-р. Самаркандский, д. 18, к. 26, Москва","[37.8293185, 55.7072254]"
11907,"б-р. Самаркандский, д. 26, Москва","[37.816846999999996, 55.700046349999994]"
11908,"ул. Санникова, д. 11, к. 1, Москва","[37.59675760642588, 55.8620965]"
11909,"ул. Санникова, д. 13, Москва","[37.5982117, 55.8621655]"
11910,"ул. Санникова, д. 17, Москва","[37.5995062, 55.8635149]"
11911,"ул. Саранская, д. 4/24, Москва","[37.8557595, 55.6917734]"
11912,"ул. Саратовская, д. 3, к. 2, Москва","[37.73171000775656, 55.714359]"
11913,"ул. Саратовская, д. 7, к. 2, Москва","[37.734884046969384, 55.7161994]"
11914,"ул. Саратовская, д. 11, Москва","[37.735982750253754, 55.7164644]"
11915,"ул. Саянская, д. 3, к. 1, Москва","[37.82626985490552, 55.76830575]"
11916,"ул. Саянская, д. 5, к. 2, Москва","[37.82829417600517, 55.769228999999996]"
11917,"ул. Саянская, д. 5, к. 1, Москва","[37.828834799999996, 55.76792035]"
11918,"ул. Саянская, д. 7, к. 2, Москва","[37.831271300699264, 55.7704904]"
11919,"ул. Саянская, д. 11, к. 2, Москва","[37.83347202386517, 55.769952]"
11920,"ул. Саянская, д. 13, к. 3, Москва","[37.83538335, 55.76883195]"
11921,"пр-кт. Свободный, д. 7, к. 2, Москва","[37.824310300408015, 55.7656749]"
11922,"пр-кт. Свободный, д. 11, к. 1, Москва","[37.822409949015864, 55.762193550000006]"
11923,"пр-кт. Свободный, д. 11, к. 3, Москва","[37.825662, 55.76171895]"
11924,"пр-кт. Свободный, д. 11, к. 4, Москва","[37.826007, 55.7608465]"
11925,"пр-кт. Свободный, д. 16, Москва","[37.8171391, 55.753064]"
11926,"пр-кт. Свободный, д. 18, Москва","[37.8165823, 55.7523198]"
11927,"пр-кт. Свободный, д. 21/2, Москва","[37.820248, 55.7573816]"
11928,"пр-кт. Свободный, д. 37, к. 2, Москва","[37.8172818, 55.7475301]"
11929,"ул. Свободы, д. 28, к. 1, Москва","[37.45564454884145, 55.840372450000004]"
11930,"ул. Свободы, д. 28, к. 2, Москва","[37.45662613249142, 55.84030315]"
11931,"ул. Свободы, д. 30, Москва","[37.4555576, 55.8409462]"
11932,"ул. Свободы, д. 32, Москва","[37.4560941, 55.8426178]"
11933,"ул. Свободы, д. 34, Москва","[37.4558161, 55.8433808]"
11934,"ул. Свободы, д. 36, Москва","[37.457216817488, 55.84379305]"
11935,"ул. Свободы, д. 36, к. 1, Москва","[37.457308010674225, 55.8435228]"
11936,"ул. Свободы, д. 38, Москва","[37.45581234068426, 55.8442785]"
11937,"ул. Свободы, д. 38, к. 1, Москва","[37.45595601023829, 55.84398935]"
11938,"ул. Свободы, д. 49, к. 2, Москва","[37.45103089103365, 55.84824185]"
11939,"ул. Свободы, д. 49, к. 3, Москва","[37.44961982567359, 55.84785815]"
11940,"ул. Свободы, д. 51, к. 1, Москва","[37.45155505, 55.84886965]"
11941,"ул. Свободы, д. 63, Москва","[37.44898053413371, 55.8546598]"
11942,"ул. Свободы, д. 65, Москва","[37.4495234, 55.8566984]"
11943,"ул. Свободы, д. 73, к. 1, Москва","[37.4466459741074, 55.8606941]"
11944,"ул. Свободы, д. 75, Москва","[37.44550515854293, 55.861037100000004]"
11945,"ул. Свободы, д. 79, Москва","[37.4475821, 55.8628251]"
11946,"ул. Свободы, д. 81, стр. 4, Москва","[37.44177424257603, 55.86263515]"
11947,"ул. Свободы, д. 81, стр. 5, Москва","[37.44177424257603, 55.86263515]"
11948,"ул. Свободы, д. 87, Москва","[37.4465467, 55.8656155]"
11949,"ул. Свободы, д. 93, к. 1, Москва","[37.443320650000004, 55.8686081]"
11950,"ул. Свободы, д. 95, к. 2, Москва","[37.443701388867595, 55.86905695]"
11951,"ул. Святоозерская, д. 3, Москва","[37.88709924693639, 55.7144916]"
11952,"ул. Святоозерская, д. 4, Москва","[37.88231420691601, 55.713510299999996]"
11953,"ул. Святоозерская, д. 5, Москва","[37.88904543709316, 55.71393625]"
11954,"ул. Святоозерская, д. 9, Москва","[37.8917434, 55.7131605]"
11955,"ул. Святоозерская, д. 11, Москва","[37.8923961, 55.7138358]"
11956,"ул. Святоозерская, д. 13, Москва","[37.8932766, 55.7132354]"
11957,"ул. Святоозерская, д. 14, Москва","[37.8882003, 55.713227]"
11958,"ул. Святоозерская, д. 15, Москва","[37.8946807, 55.7144305]"
11959,"ул. Святоозерская, д. 16, Москва","[37.89025832431985, 55.71254205]"
11960,"ул. Святоозерская, д. 18, Москва","[37.8910166, 55.712263]"
11961,"ул. Святоозерская, д. 21, Москва","[37.8972181, 55.7128461]"
11962,"ул. Святоозерская, д. 22, Москва","[37.8919277, 55.710793]"
11963,"ул. Святоозерская, д. 24, Москва","[37.893161073003625, 55.71099465]"
11964,"ул. Святоозерская, д. 26, Москва","[37.8932876, 55.7118537]"
11965,"ул. Святоозерская, д. 34, Москва","[37.897116, 55.7120787]"
11966,"ул. Севанская, д. 4, Москва","[37.66504695819425, 55.620716200000004]"
11967,"ул. Севанская, д. 12, Москва","[37.65939995751579, 55.6228299]"
11968,"ул. Севанская, д. 13, к. 1, Москва","[37.6551729, 55.6228092]"
11969,"ул. Севанская, д. 15, к. 1, Москва","[37.65389264932875, 55.62349505]"
11970,"ул. Севанская, д. 21, к. 1, Москва","[37.6494675, 55.6235195]"
11971,"ул. Севанская, д. 38, Москва","[37.65895454990833, 55.6235644]"
11972,"ул. Севанская, д. 46, к. 1, Москва","[37.654858265320776, 55.62483505]"
11973,"ул. Севанская, д. 46, к. 2, Москва","[37.65473993226527, 55.625237]"
11974,"ул. Севанская, д. 46, к. 3, Москва","[37.65457724832652, 55.625391500000006]"
11975,"ул. Севанская, д. 46, к. 4, Москва","[37.654542751434974, 55.62413705]"
11976,"ул. Севанская, д. 56, к. 3, Москва","[37.650002054864785, 55.625404700000004]"
11977,"пр-кт. Севастопольский, д. 1, к. 1, Москва","[37.61017343969405, 55.694122050000004]"
11978,"пр-кт. Севастопольский, д. 3, к. 1, Москва","[37.609322020714885, 55.6931808]"
11979,"пр-кт. Севастопольский, д. 12, к. 1, Москва","[37.60188355, 55.6870257]"
11980,"пр-кт. Севастопольский, д. 12, к. 2, Москва","[37.601877650000006, 55.6876338]"
11981,"пр-кт. Севастопольский, д. 12, к. 3, Москва","[37.60074415, 55.6870777]"
11982,"пр-кт. Севастопольский, д. 12, к. 4, Москва","[37.60083172250225, 55.687597]"
11983,"пр-кт. Севастопольский, д. 15, к. 1, Москва","[37.5999832, 55.6831894]"
11984,"пр-кт. Севастопольский, д. 49, Москва","[37.586078099999995, 55.66897175]"
11985,"пр-кт. Севастопольский, д. 50/11, Москва","[37.56500131325254, 55.6518881]"
11986,"пр-кт. Севастопольский, д. 51, к. 3, Москва","[37.585461050000006, 55.66733465]"
11987,"пр-кт. Севастопольский, д. 52, Москва","[37.56460385, 55.6514216]"
11988,"б-р. Северный, д. 2, Москва","[37.6072066, 55.8649202]"
11989,"б-р. Северный, д. 4, Москва","[37.60860382682466, 55.8659271]"
11990,"б-р. Северный, д. 6, Москва","[37.60994628361255, 55.86679145]"
11991,"ул. Седова, д. 5, к. 1, Москва","[37.642012601006016, 55.85140965]"
11992,"ул. Седова, д. 15, к. 2, Москва","[37.6375652, 55.852304]"
11993,"ул. Сенежская, д. 4, Москва","[37.5169191, 55.859991550000004]"
11994,"ул. Серафимовича, д. 2, Москва","[37.61203885368809, 55.74435325]"
11995,"п. Сосенское, д. Николо-Хованское, ул. Сервантеса, д. 1, к. 2, Москва",0
11996,"п. Сосенское, д. Николо-Хованское, ул. Сервантеса, д. 3, к. 3, Москва",0
11997,"проезд. Серебрякова, д. 9, к. 2, Москва","[37.64730877354327, 55.84852945]"
11998,"проезд. Серебрякова, д. 9, к. 3, Москва","[37.64707694058862, 55.8488328]"
11999,"ул. Серпуховский Вал, д. 13, Москва","[37.6146092, 55.7111735]"
12000,"ул. Сеславинская, д. 10, Москва",0
12001,"ул. Сеславинская, д. 12, к. 2, Москва","[37.498184484798955, 55.74520805]"
12002,"ул. Сеславинская, д. 16, к. 2, Москва","[37.49518701498317, 55.744322600000004]"
12003,"ул. Сеславинская, д. 32, к. 2, Москва","[37.48875325, 55.7424124]"
12004,"ул. Сивашская, д. 2, к. 2, Москва","[37.605472680324496, 55.66124755]"
12005,"ул. Сивашская, д. 4, к. 1, Москва","[37.6032237, 55.66159255]"
12006,"ул. Сивашская, д. 4, к. 3, Москва","[37.603579296067835, 55.66197355]"
12007,"ул. Сивашская, д. 4, к. 4, Москва","[37.602833729590294, 55.6624876]"
12008,"ул. Сивашская, д. 6, к. 1, Москва","[37.60050782485402, 55.662232849999995]"
12009,"ул. Сивашская, д. 6, к. 2, Москва","[37.60168966417079, 55.6622407]"
12010,"пер. Сивцев Вражек, д. 9, Москва","[37.596885, 55.7473586]"
12011,"пер. Сивцев Вражек, д. 9А, Москва","[37.596885, 55.7473586]"
12012,"б-р. Симферопольский, д. 7, к. А, Москва",0
12013,"б-р. Симферопольский, д. 9, к. Б, Москва",0
12014,"б-р. Симферопольский, д. 9, к. А, Москва",0
12015,"проезд. Симферопольский, д. 12, Москва","[37.61696450082938, 55.6672347]"
12016,"проезд. Симферопольский, д. 14, Москва","[37.61631007509874, 55.666640900000004]"
12017,"б-р. Симферопольский, д. 15, к. 4, Москва","[37.606098741681194, 55.65455165]"
12018,"б-р. Симферопольский, д. 15, к. 5, Москва","[37.60607858358249, 55.65395455]"
12019,"б-р. Симферопольский, д. 16, к. 5, Москва","[37.60365639100105, 55.652050349999996]"
12020,"б-р. Симферопольский, д. 16, к. 4, Москва","[37.6027092, 55.65200095]"
12021,"б-р. Симферопольский, д. 16, к. 3, Москва","[37.60338585825206, 55.65145085]"
12022,"б-р. Симферопольский, д. 16, к. 2, Москва","[37.60453865339386, 55.65129545]"
12023,"проезд. Симферопольский, д. 16, к. 1, Москва","[37.61570767509873, 55.6660525]"
12024,"проезд. Симферопольский, д. 16, к. 2, Москва","[37.614546399999995, 55.666048599999996]"
12025,"б-р. Сиреневый, д. 29/45, к. 3, Москва","[37.7981861, 55.8032376]"
12026,"б-р. Сиреневый, д. 37/40, Москва","[37.80557789225388, 55.803503649999996]"
12027,"б-р. Сиреневый, д. 67, к. 1, Москва","[37.82279452573054, 55.803585350000006]"
12028,"б-р. Сиреневый, д. 71, к. 1, Москва","[37.82659611210727, 55.80370305]"
12029,"б-р. Сиреневый, д. 75/33, Москва","[37.8292003, 55.80367685]"
12030,"ул. Скобелевская, д. 1, к. 5, Москва","[37.558202449999996, 55.55064255]"
12031,"ул. Скобелевская, д. 1, Москва","[37.555608249837476, 55.55142835]"
12032,"ул. Скобелевская, д. 1, к. 2, Москва","[37.55697605, 55.5510739]"
12033,"ул. Скобелевская, д. 1, к. 7, Москва","[37.55929849803614, 55.55022445]"
12034,"ул. Скобелевская, д. 1, к. 1, Москва","[37.5555463, 55.5507643]"
12035,"ул. Скобелевская, д. 23, к. 6, Москва","[37.5605456369596, 55.5486123]"
12036,"ул. Скобелевская, д. 23, Москва","[37.5575371, 55.54614]"
12037,"ул. Скобелевская, д. 25, к. 2, Москва","[37.558449, 55.5462609]"
12038,"ул. Скобелевская, д. 25, к. 4, Москва","[37.55955807371306, 55.54676755]"
12039,"ш. Сколковское, д. 2, Москва","[37.4040464, 55.708426]"
12040,"ш. Сколковское, д. 4, Москва","[37.40412281791294, 55.70874765000001]"
12041,"ш. Сколковское, д. 8, Москва","[37.401641982517006, 55.7090532]"
12042,"ш. Сколковское, д. 10, Москва","[37.4017614, 55.70937485]"
12043,"ш. Сколковское, д. 14, Москва","[37.3993408792249, 55.7097379]"
12044,"ш. Сколковское, д. 16, Москва","[37.399313649999996, 55.71005955]"
12045,"ш. Сколковское, д. 22, к. 2, Москва","[37.40137865203252, 55.70813745]"
